1964	6.983	
1965	6.958	
1966	7.002	
1967	6.989	
1968	6.967	
1969	6.977	
1970	6.963	
1971	6.929	
1972	6.914	
1973	6.886	
1974	6.907	
1975	6.903	
1976	6.919	
1977	6.935	
1978	6.917	
1979	6.928	
1980	6.930	
1981	6.991	
1982	7.009	
1983	7.008	
1984	6.988	
1985	7.035	
1986	6.990	
1987	7.008	
1988	7.027	
1989	7.028	
1990	7.034	
1991	6.943	
1992	6.969	
1993	6.958	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
