1969	7.056
1970	7.056
1971	7.036
1972	7.074
1973	7.01
1974	7.047
1975	6.987
1976	6.999
1977	7.006
1978	7.013
1979	7.02
1980	7.027
1981	7.035
1982	7.042
1983	7.049
1984	7.056
1985	7.063
1986	7.07
1987	7.061
1988	7.097
1989	7.105
1990	7.061
1991	7.04
1992	7.058
1993	7.045
1994	7.049
1995	7.054
1996	7.058
1997	7.062
1998	7.051
1999	7.078
2000	7.089
2001	7.043
2002	7.052
2003	7.06
2004	7.069
2005	7.077
2006	7.086
2007	7.064
2008	7.098
2009	7.123
