1989	7.000
1990	6.985
1991	6.931
1992	6.941
1993	6.957
1994	6.972
1995	6.945
1996	6.923
1997	6.958
1998	6.966
1999	6.974
2000	6.981
2001	6.989
2002	6.997
2003	6.979
2004	6.960
2005	6.942
2006	7.024
2007	6.966
2008	6.997
2009	7.018
2010	6.958
2011	7.012
2012	6.973
2013	6.991
2014	7.041
2015	7.015
2016	7.006
2017	7.000
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
