1983	7.133
1984	7.054
1985	7.052
1986	7.077
1987	7.102
1988	7.127
1989	7.17
1990	7.17
1991	7.092
1992	7.124
1993	7.169
1994	7.16
1995	7.151
1996	7.142
1997	7.13
1998	7.119
1999	7.124
2000	7.121
2001	7.093
2002	7.15
2003	7.146
2004	7.128
2005	7.11
2006	7.166
2007	7.136
2008	7.148
2009	7.167
2010	7.101
2011	7.174
2012	7.125
2013	7.151
2014	7.189
2015	7.189
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
