1968	7.010
1969	7.008
1970	7.019
1971	7.010
1972	7.025
1973	6.959
1974	7.014
1975	6.975
1976	6.965
1977	7.003
1978	6.966
1979	6.958
1980	6.976
1981	6.998
1982	7.017
1983	7.029
1984	6.996
1985	7.011
1986	6.986
1987	6.954
1988	7.030
1989	7.013
1990	6.995
1991	6.978
1992	7.001
1993	7.010
1994	7.038
1995	7.025
1996	6.977
1997	7.036
1998	7.034
1999	7.056
2000	7.078
2001	7.034
2002	7.095
2003	7.051
2004	7.052
2005	7.025
2006	7.120
2007	7.060
2008	7.093
2009	7
2010	7
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
