1977	6.983
1978	6.959
1979	7.021
1980	7.039
1981	6.999
1982	6.996
1983	6.993
1984	6.991
1985	6.988
1986	6.985
1987	6.974
1988	7.050
1989	7.057
1990	7.053
1991	6.983
1992	6.988
1993	6.967
1994	6.983
1995	6.995
1996	7.006
1997	7.021
1998	7.005
1999	7.018
2000	7.022
2001	7.006
2002	7.074
2003	7.068
2004	7.059
2005	6.997
2006	7.077
2007	7.056
2008	7.074
2009	7.091
2010	7.008
2011	7.027
2012	7.046
2013	7.065
2014	7.073
2015	7.081
2016	7.089
2017	7.089
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
