1992	7.041
1993	7.032
1994	7.0255
1995	7.019
1996	7.02
1997	7.058
1998	7.064
1999	7.072
2000	7.0682
2001	7.0644
2002	7.0606
2003	7.0568
2004	7.053
2005	7.046
2006	7.113
2007	7.091
2008	7.0995
2009	7.108
2010	7.039
2011	7.122
2012	7.061
2013	7.091
2014	7.101
2015	7.111
2016	7.121
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
